%
% Convert TDMS to ASCII v1.2 
% File created on 10-4-2026 16:22:06
%
% For Matlab use: 
Input=dlmread('01 1 s700 healthy.dat','\t',[8 0 32817 5])

Time     	ch 0     	ch 1     	ch 2     	ch 3     	ch 4     	
0.0279687500	0.1405597000	0.5791671000	-0.9378250000	-0.2897021000	0.0206516026
0.0281250000	0.4280260000	0.6111099000	0.1482064000	1.9142959000	0.0688361493
0.0282812500	-0.0510845000	0.1319679000	-1.2253039000	-0.1938761000	0.0093876826
0.0284375000	0.6196702000	0.4833387000	-0.1073304000	1.1157459000	-0.0378060562
0.0285937500	-0.3385508000	-0.8263161000	-0.6184040000	0.5088479000	0.0285780649
0.0287500000	0.7474330000	0.7708239000	-1.3211302000	0.1894279000	-0.0267507274
0.0289062500	-0.0830252000	-0.0277461000	-0.3628672000	1.4032239000	-0.0418735829
0.0290625000	0.0447376000	0.7388811000	-1.2253039000	-0.5771801000	-0.0551191185
0.0292187500	-0.1149659000	0.1639107000	-1.3850144000	0.3491379000	-0.0756653429
0.0293750000	-0.0830252000	0.8027667000	-1.5127828000	-0.0022241000	-0.0033363751
0.0295312500	0.4599667000	0.4513959000	-0.1392725000	0.7643839000	0.0041729049
0.0296875000	0.3322039000	0.5791671000	-0.0434462000	0.7963259000	0.0281608826
0.0298437500	0.3002632000	-0.0277461000	-1.0975355000	0.5407899000	-0.0223181662
0.0300000000	-0.1788473000	-0.3791169000	-0.3628672000	-0.7049481000	-0.0314440274
0.0301562500	0.1725004000	0.1639107000	-1.4169565000	0.4769059000	-0.0862513418
0.0303125000	-0.1149659000	0.4833387000	-0.8739408000	0.0297179000	-0.0499043407
0.0304687500	-0.1149659000	0.3555675000	-0.1392725000	0.3171959000	-0.0726407718
0.0306250000	0.3641446000	0.3236247000	-0.0434462000	1.2754559000	-0.0127751229
0.0307812500	-0.0830252000	-0.2194029000	-0.6503461000	-0.0661081000	0.0286823604
0.0309375000	0.5238481000	0.2277963000	0.2120906000	0.9560359000	-0.0206494374
0.0310937500	0.0447376000	0.2277963000	-0.3948093000	-0.1938761000	0.0240933560
0.0312500000	0.3960853000	1.5693939000	0.3718011000	1.1796299000	0.0410935315
0.0314062500	0.5877295000	0.1958535000	0.1482064000	0.1574859000	0.0304553849
0.0315625000	-0.0830252000	-0.1555173000	0.6912221000	0.9560359000	0.0828117538
0.0317187500	0.3002632000	-0.1874601000	-0.7781145000	0.5407899000	0.0498543582
